dataset,delta,cal_picp,cal_mpiw,conf_picp,conf_mpiw
wine,0.007,0.90625,2.2804083824157715,0.8875,2.281653881072998
wine,0.008,0.90625,2.2494008541107178,0.8875,2.250147819519043
wine,0.009,0.90625,2.220968723297119,0.884375,2.226334810256958
wine,0.01,0.90625,2.193075180053711,0.88125,2.188554286956787
wine,0.011,0.90625,2.173776149749756,0.878125,2.1616313457489014
wine,0.012,0.89375,2.1444602012634277,0.88125,2.1639511585235596
wine,0.013,0.903125,2.121518135070801,0.88125,2.1346275806427
wine,0.014,0.896875,2.0981664657592773,0.878125,2.12282133102417
wine,0.015,0.890625,2.0646581649780273,0.878125,2.1076202392578125
wine,0.016,0.8875,2.0463624000549316,0.875,2.0853934288024902
wine,0.017,0.875,2.0182533264160156,0.86875,2.0770230293273926
wine,0.018,0.871875,2.007899522781372,0.865625,2.072915554046631
wine,0.019,0.865625,1.9905707836151123,0.865625,2.0645289421081543
wine,0.02,0.859375,1.9820244312286377,0.865625,2.0507397651672363
wine,0.021,0.859375,1.9743053913116455,0.865625,2.0526928901672363
wine,0.022,0.85625,1.965867042541504,0.871875,2.0567212104797363
wine,0.023,0.853125,1.9577090740203857,0.871875,2.0702552795410156
wine,0.024,0.85,1.952877402305603,0.871875,2.068815231323242
wine,0.025,0.85,1.9471038579940796,0.871875,2.0583693981170654
wine,0.026,0.846875,1.9454104900360107,0.871875,2.063237428665161
wine,0.027,0.85,1.9424448013305664,0.871875,2.0605292320251465
wine,0.028,0.846875,1.9376007318496704,0.86875,2.0477402210235596
wine,0.029,0.85,1.9369935989379883,0.86875,2.0539069175720215
wine,0.03,0.85,1.9320366382598877,0.86875,2.037780284881592
synthetic,-0.02,0.964,3.2960615158081055,0.894,2.566323757171631
synthetic,-0.019,0.964,3.2751317024230957,0.894,2.562974691390991
synthetic,-0.018,0.964,3.254688024520874,0.896,2.582338809967041
synthetic,-0.017,0.964,3.2243895530700684,0.894,2.5516750812530518
synthetic,-0.016,0.962,3.193897247314453,0.894,2.558729410171509
synthetic,-0.015,0.962,3.184326171875,0.892,2.5598440170288086
synthetic,-0.014,0.96,3.146975517272949,0.898,2.578815460205078
synthetic,-0.013,0.958,3.1430962085723877,0.884,2.5207390785217285
